Metric Name,Solution KM Note,SQL Statement,Solution for the issue,Application Code,Issue Summary,Issue Description,Issue Severity,Product to raise SR if help needed,SR Component,SR Sub Component,Scheduling,Scheduling Details,Business Impact,Business Flow,Prod Family,Prod Area
PSFT_TL_NEW_YEAR_SETUP_CAL,651982.1,"Select 'Review ' || count(*) || ' Period ID(s) In The Time Period Calendar; Ensure The Current Year Is Loaded' AS KEY_DATA, 'Year End Processing Considerations For Time And Labor (Doc ID 651982.1)' SOLUTION, 'Y' AS EVENT
From(
select 'Period: ' || PERIOD_ID || ' is not built out past ' || END_DT as KEY_DATA
from
(SELECT DISTINCT A.PERIOD_ID , max(PTC.END_DT) as END_DT
FROM SYSADM.PS_TL_TIME_PERIODS A
join SYSADM.PS_TL_CALENDAR PTC on (A.PERIOD_ID=PTC.PERIOD_ID)
WHERE A.PERIOD_ID NOT IN (SELECT DISTINCT B.PERIOD_ID
FROM SYSADM.PS_TL_CALENDAR B
WHERE (((TRUNC(SYSDATE , 'Year'))>B.START_DT AND (LAST_DAY(ADD_MONTHS(TRUNC(SYSDATE , 'Year'),11)) + INTERVAL '1' DAY - INTERVAL '1' SECOND)<B.END_DT) OR
((TRUNC(SYSDATE , 'Year'))<B.END_DT AND (LAST_DAY(ADD_MONTHS(TRUNC(SYSDATE , 'Year'),11)) + INTERVAL '1' DAY - INTERVAL '1' SECOND)>B.START_DT)))
group by A.PERIOD_ID))
having count(*) > 0","When attempting to run Time Admin or user tries to pull up Timesheet and receives the following message.

Message: 
Calendar with Period ID not built out to cover 2010-10-08 through 2018-08-30.

This is a configuration issue as a result of Time Period calendars not being properly built out for accessing or processing.  

To implement the solution, please execute the following steps:  

Navigation: Set Up HCM > Product Related > Time and Labor > Time Periods > Build Time Period Calendar > Build Time Period Calendar 

1. Determine all period ID's associated with the time reporters to process through the Time Administration process. Period ID's are associated with:
  •Workgroups
  •Rules

2. Determine the maximum and minimum dates among the following:
•The Process Date on the Process Time Admin Page.
•The DUR (date under report) in TL_RPTD_ELPTIME.
•The PUNCH_DTTM in TL_RPTD_PCHTIME.

3. Determine where the minimum date found in step two intersects the time reporting period for the workgroup to process.

Build the calendar at least as far into the past as the start of this period. And if this minimum date intersects a rule period belonging to a rule in the workgroup's rule program, and the rule requires time data from before the workgroup period, build the calendar as far into the past as the final period of interest start date.

4. Determine where the maximum date found in step two intersects the time reporting period for the workgroup to process.

Build the calendar at least as far forward into the future as the end of this period. And if this maximum date intersects a rule period belonging to a rule in the workgroup's rule program, and the rule requires time data from days following the workgroup period, build the calendar as far into the future as the end of the rule period.

Additional information is documented in TL PeopleBooks under Building and Viewing Time Period Calendars.",TL,New Year Calendar not built,,2,PeopleSoft Enterprise HCM Time and Labor,TLINS,OTHTLST,MONTH,12,Missed periods will lead to failures in Time Admin.,,PeopleSoft Human Capital Management,PeopleSoft Time and Labor
PSFT_TL_NEW_YEAR_SETUP_LOAD_DT,651982.1,"select 'TL Dates table is not built out to cover the recommended range' as KEY_DATA, 'Year End Processing Considerations For Time And Labor (Doc ID 651982.1)' as SOLUTION, 'Y' as EVENT
from (
select distinct 'TL DATES table is only built out to ' || (extract (year from the_date)) As KEY_DATA,
'Year End Processing Considerations For Time And Labor (Doc ID 651982.1)' as SOLUTION, 'Y' as EVENT
from SYSADM.PS_TL_DATES_TBL
where not exists(
select 'X' from SYSADM.ps_tl_dates_tbl where calendar_year >= extract(year from sysdate)+2
) and calendar_year = (select max(calendar_year) from SYSADM.ps_tl_dates_tbl)
) having count(*) > 0","Load dates into your Time and Labor system when you implement the system and each time you approach the end of the loan period.

This will eliminate Time Admin processing delays when all dates are properly built out and in place for time entry and processing.  

To implement the solution, please execute the following steps:  
Navigation: Set Up HCM > Install > > Product Specific > Time and Labor Installation

1. Click on the Configurations tab then click the Load Dates link.  
2. Enter the number of years for the system to load into the database. The system will enter the dates for the number of years you entered, backward and forward. For example, if you entered 2, the system would load two years backward and two years forward. The maximum number of years to enter is 10.
3. Click to Load Dates.
4. Click to return to the Configurations page.

The information documented in TL PeopleBooks under Setting Up System Defaults and Loading Dates > Configurations Page > Load Dates",TL,New Year time periods not defined,,2,PeopleSoft Enterprise HCM Time and Labor,TLINS,,MONTH,12,Time periods not defined and Time Admin will not process the time,,PeopleSoft Human Capital Management,PeopleSoft Time and Labor
ARCHIVE_OLD_LOG_FILES,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,DAY,1,Predict whether old and/or large Log files exist and can be removed to reclaim space,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
QUEUED_PROCESS_PSPUBHND,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,15,Predict whether the message processing is within acceptable limits,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
QUEUED_PROCESS_PSSUBDSP,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,16,Predict whether the message processing is within acceptable limits,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
QUEUED_PROCESS_PSSUBHND,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,17,Predict whether the message processing is within acceptable limits,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
QUEUED_PROCESS_PSBRKDSP,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,13,Predict whether the message processing is within acceptable limits,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
RESPONSE,,,,,,,1,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,1,Predict whether the PS Application Server Domain is available for use,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
TOTAL_TUXEDO_CONNECTIONS,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,5,<Need to check with SME/Development team>,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
FAILED_PROCESSES,,,,,,,1,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,5,Early predictor for issues with App Server,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
HIGHLY_FREQUENT_GC_COUNT,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,HOUR,1,Predict whether the system is experiencing a severe number of major garbage collections and may become unstable,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
IB_QUEUE_FLOWING,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,15,Predict whether the message processing is progressing in a timely manner,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
JSH_ABORTS,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,5,<Need to check with SME/Development team>,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
JSH_LOAD,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,5,Determines whether the AppServer domain is undersized,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
WSH_ABORTS,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,5,<Need to check with SME/Development team>,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
WSH_LOAD,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,5,Determines whether the AppServer domain is undersized,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
TUXEDO_SERVICE_ERROR_COUNT,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,HOUR,1,Notification about the increase in Tuxedo Errors on the  System,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
RESPONSE_PROCESS_MONITOR,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,1,Determine status of Process Scheduler Monitor,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
STUCK_PS_PROCESS_METRICS_DATA,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,0,Display the processes that have been in processing  status for 30+ minutes,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
UNALLOCATED_COUNT,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,0,Determine the number processes that are not assigned to a Process scheduler server for 30+ minutes,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
UNALLOCATED_METRICS_DATA,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,0,Determine the number processes that are not assigned to a Process scheduler server for 30+ minutes,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
DATABASE_JOB_STATUS_FAILED_JOB_COUNT,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,ORALE,,MIN,5,Verifies whether jobs within the system were able to run successfully during the last run,,PeopleSoft Tools and Technology,PeopleSoft Install and Upgrade Tools
DB_ALERT_LOG_ARCHIVER_HUNG_ALERT_LOG_ERROR,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,ORALE,,MIN,15,Predicts whether the archiver of the database being monitored has been temporarily suspended since the last sample time.,,PeopleSoft Tools and Technology,PeopleSoft Install and Upgrade Tools
DB_ALERT_LOG_DATA_BLOCK_CORRUPTION_ALERT_LOG_ERR,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,ORALE,,MIN,15,Predicts whether  data block(s) within the monitored database have been corrupted,,PeopleSoft Tools and Technology,PeopleSoft Install and Upgrade Tools
TABLESPACES_FULL_TABLESPACE_SPACE_USED,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,ORALE,,MIN,30,Early predictor to warn if a tablespace is running out of free space,,PeopleSoft Tools and Technology,PeopleSoft Install and Upgrade Tools
RESPONSE_STATE,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,ORALE,,MIN,5,Predicts whether the Pluggable database is accessible,,PeopleSoft Tools and Technology,PeopleSoft Install and Upgrade Tools
PSFT_IMPLEMENTATION_TEST_SQL,,"SELECT DISTINCT COUNT(*) AS COUNT
FROM SYSADM.PSOPRDEFN;",This SR was raised to test the MAU implementation setup and does not highlight any problem in the system. There is no further action that needs to be taken from either support or customer. This SR can be closed.,,Implementation Test,,2,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,1,SQL Metric Extension for auto SR implementation testing,,PeopleSoft Tools and Technology,PeopleSoft Application Development Tools
PS_PROCESS_SUCCESS_COUNT,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,30,Determine the number of processes that were successfully run in last hour,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
PS_PROCESSES_IN_INITIATED_STATUS_FOR_MORE_THAN_30,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,0,Display the processes that have been initiated but have not been executed for 30+ minutes,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
PSFT_PT_IB_STUCK_QUEUE,1350404.1,"Select 'Review ' || count(*) || ' IB Messaging Transaction(s) Stuck In Working Status' AS KEY_DATA, 'E-IB: Messaging Transactions Stuck In Working - How to Cancel? (Doc ID 1350404.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT DISTINCT 'TransactionID=' || A.IBTRANSACTIONID || ',Service Operation=' ||
A.IB_OPERATIONNAME || ',Queue=' || A.QUEUENAME || ',Status=' || A.STATUSSTRING
KEY_DATA
FROM SYSADM.PSAPMSGPUBHDR A
, SYSADM.PSQUEUEDEFN Q
WHERE A.PUBSTATUS IN (0,6)
AND Q.QUEUESTATUS=1
AND Q.THRUPUTTYPE IN (0,2)
AND Q.QUEUENAME=A.QUEUENAME
AND EXISTS (
SELECT 1
FROM SYSADM.PSAPMSGDOMSTAT
WHERE DOMAIN_STATUS='A' )
UNION ALL
SELECT DISTINCT 'TransactionID=' || A.IBTRANSACTIONID || ',Service Operation=' ||
A.IB_OPERATIONNAME || ',Queue=' || A.QUEUENAME || ',Status=' || A.STATUSSTRING
KEY_DATA
FROM SYSADM.PSAPMSGPUBCON A
, SYSADM.PSQUEUEDEFN Q
WHERE A.PUBCONSTATUS IN (0,6)
AND Q.QUEUESTATUS=1
AND Q.THRUPUTTYPE IN (0,2)
AND Q.QUEUENAME=A.QUEUENAME
AND EXISTS (
SELECT 1
FROM SYSADM.PSAPMSGDOMSTAT
WHERE DOMAIN_STATUS='A' )
UNION ALL
SELECT DISTINCT 'TransactionID=' || A.IBTRANSACTIONID || ',Service Operation=' ||
A.IB_OPERATIONNAME || ',Queue=' || A.QUEUENAME || ',Status=' || A.STATUSSTRING
KEY_DATA
FROM SYSADM.PSAPMSGSUBCON A
, SYSADM.PSQUEUEDEFN Q
WHERE A.SUBCONSTATUS IN (0,6)
AND Q.QUEUESTATUS=1
AND Q.THRUPUTTYPE IN (0,2)
AND Q.QUEUENAME=A.QUEUENAME
AND EXISTS (
SELECT 1
FROM SYSADM.PSAPMSGDOMSTAT
WHERE DOMAIN_STATUS='A')
)
having count(*) > 0","How to cancel an Integration Broker messaging transaction that got stuck in Working status?

SOLUTION:

The following steps will cancel a transaction in working status:

1. On the domain status page, set the domain to inactive (navigation is Peopletools > Integration broker > Service Operation Monitor > Administration > Domain Status

2. Then in the Service Operation Monitor (navigation is Peopletools > Integration broker > Service Operation Monitor > Monitoring) is the transaction in WORKING or NEW status at this time?

3. If the transaction is in NEW status do the following:

3.1 Select the transaction and click cancel.

3.2 Activate the Domain again.

4. If the transaction is still in WORKING Status, it needs to set to canceled from the back end. To do so, use the steps in 4.1 to first determine if the transaction is in working status in the operation instance, publication contract or subscription contract.

4.1 Execute the following SQL SELECT to determine which transaction needs to be changed to CANCEL:

 If Operation Instance:
SELECT IBTRANSACTIONID, PUBSTATUS, from PSAPMSGPUBHDR WHERE PUBSTATUS =3 and IBTRANSACTIONID ='<transaction id>' and STATUSSTRING ='WRKNG'

If Publication Contract:
SELECT IBTRANSACTIONID, PUBCONSTATUS from PSAPMSGPUBCON where PUBCONSTATUS =3 and IBTRANSACTIONID ='<transaction id>' and STATUSSTRING ='WRKNG'

If Subscription Contract:
SELECT IBTRANSACTIONID, SUBCONSTATUS from PSAPMSGSUBCON where SUBCONSTATUS =3 and IBTRANSACTIONID ='<transaction id>' and STATUSSTRING ='WRKNG'

4.2 To cancel, execute the following SQL UPDATE for the above SELECT statement that returned a row:

If Operation Instance:
Update PSAPMSGPUBHDR set PUBSTATUS =8, STATUSSTRING = 'CNCLD', RETRYCOUNT = 0 where WHERE PUBSTATUS =3 and IBTRANSACTIONID ='<transaction id>' and STATUSSTRING ='WRKNG'

If Publication Contract:
Update PSAPMSGPUBCON set PUBCONSTATUS =8, STATUSSTRING = 'CNCLD', RETRYCOUNT = 0 where WHERE PUBCONSTATUS =3 and IBTRANSACTIONID ='<transaction id>' and STATUSSTRING ='WRKNG'

If Subscription Contract:
Update PSAPMSGSUBCON set SUBCONSTATUS =8, STATUSSTRING = 'CNCLD', RETRYCOUNT = 0 where SUBCONSTATUS =3 and IBTRANSACTIONID ='<transaction id>' and STATUSSTRING ='WRKNG'

4.3. Issue a SQL COMMIT to commit the Update.

4.4. Verify that the change was made by executing the SQL SELECT below for the particular table updated in 4.2.

If Operation Instance:
SELECT IBTRANSACTIONID, PUBSTATUS, from PSAPMSGPUBHDR where IBTRANSACTIONID ='<transaction id>'

If Publication Contract:
SELECT IBTRANSACTIONID, PUBCONSTATUS from PSAPMSGPUBCON where IBTRANSACTIONID ='<transaction id>'

If Subscription Contract:
SELECT IBTRANSACTIONID, SUBCONSTATUS from PSAPMSGSUBCON where IBTRANSACTIONID ='<transaction id>'

4.5 Activate the domain.",PT,IB transactions stuck,,2,PeopleSoft Enterprise PT PeopleTools,INTER,,DAY,1,,,PeopleSoft Tools and Technology,PeopleSoft Integration Tools
PS_PROCESSES_IN_QUEUED_STATUS_FOR_MORE_THAN_30,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,30,Early predictor to check whether process requests are being scheduled within reasonable time,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
PENDING_PROCESS_METRICS_DATA,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,0,Display the processes that have been queued and have not been executed for 30+ minutes,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
POSTING_FOR_MORE_THAN_15_MINUTES_PROCESS_METRICS,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,0,Display the processes that have been in posting status for 15+ minutes,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
FAILED_PROCESSES_PRCS,,,,,,,1,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,5,Early predictor for issues with Process Scheduler,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
PS_PROCESS_SCHEDULER_LOG_MONITOR,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,5,Predict whether the sub folders within the Process scheduler Log Location are within O/S limits,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
PS_PROCESS_SCHEDULER_QUEUE_STATUS,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,1,"Real-time display of the Process scheduler server, client and queue status",,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
QUEUED_PROCESS_PSDSTSRV,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,15,Determine whether the number of PSDSTSRV processes are adequate,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
QUEUED_PROCESS_PSPRCSRV,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,15,Determine whether the number of PSPRCSRV processes are adequate,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
PS_FTP_LOG_MONITOR,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PIAY,,MIN,5,Predict whether the sub folders within the PIA FTP Location are within O/S limits,,PeopleSoft Tools and Technology,PeopleSoft Application Development Tools
PS_REPORTS_MONITOR,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,REPN,,MIN,5,Predict whether the sub folders within the PIA Report repository Location are within O/S limits,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
RESPONSE_WEBSITE,,,,,,,1,PeopleSoft Enterprise PT PeopleTools,PIAY,,MIN,1,Predict whether the PIA site is available for use,,PeopleSoft Tools and Technology,PeopleSoft Application Development Tools
FAILED_PS_PROCESS_METRICS_DATA,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,1,Determine status of Process Scheduler Monitor,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
INITIATED_BUT_PENDING_PS_PROCESS_METRICS_DATA,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,1,Display the processes that have been initiated but have not been executed for 30+ minutes,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
RESPONSE_PRCS,,,,,,,1,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,1,Predict whether the Process Scheduler is available for use,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
FATAL_ERROR_COUNT,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,PIAY,,HOUR,1,Predict whether the web server is experiencing any issues when running PIA servlets,,PeopleSoft Tools and Technology,PeopleSoft Application Development Tools
HIGHLY_FREQUENT_GC_COUNT_PIA,,,,,,,4,PeopleSoft Enterprise PT PeopleTools,PIAY,,HOUR,1,Predict whether the system is experiencing a severe number of major garbage collections and may  become unstable,,PeopleSoft Tools and Technology,PeopleSoft Application Development Tools
RESPONSE_PIA,,,,,,,1,PeopleSoft Enterprise PT PeopleTools,PIAY,,MIN,1,Predict whether the Webserver is available for use,,PeopleSoft Tools and Technology,PeopleSoft Application Development Tools
WAIT_STATE_SOCKET_COUNT,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PIAY,,HOUR,1,Predict whether the Web Server sockets in WAIT are increasing thereby threatening system stability,,PeopleSoft Tools and Technology,PeopleSoft Application Development Tools
PS_PROCESS_SCHEDULER_SERVER_STATUS,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,1,"Real-time display of the Process scheduler server, client and queue status",,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
LOW_DISK_SPACE,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,APRVER,,DAY,1,Predict whether the App server machine is running out of disk space,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
MEMORY_USAGE,,,,,,,1,PeopleSoft Enterprise PT PeopleTools,APRVER,,HOUR,1,Predict memory issues with the App Server domain,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
MEMORY_USAGE_GROWTH,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,15,Monitor the increase in memory footprint of the AppServer processes and act as an early predictor of memory issues with App Server,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
WEB_PROFILE_LOAD_ERROR_COUNT,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,PIAY,,HOUR,1,Predict whether there are web profile load errors causing degradation of online user experience,,PeopleSoft Tools and Technology,PeopleSoft Application Development Tools
APP_SERVER_QUEUES_WAIT_COUNT,,,test,,warning,warning,2,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,15,Determines whether the AppServer domain is undersized or if any other tuning effort is required,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
ARCHIVE_TRACESQL_FILES,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,DAY,1,Predict whether old and/or large TraceSql files exist and can be removed to reclaim space,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
PSFT_PT_PIA_HTML_CHECK,2803945.1,"select 'Y' EVENT,
'Web Profile(s) with incorrect Cache Generated HTML setting: ' || count(*) KEY_DATA,
'E-PIA: Set The Cache Generated HTML Check Box Correctly (Doc ID 2803945.1)' SOLUTION
from (
select distinct
'Web Profile: ' || nvp.webprofilename KEY_DATA
from SYSADM.PSWEBPROFNVP nvp
where NOT EXISTS (
select * from SYSADM.PSWEBPROFNVP nvp1
where nvp1.propertyname = 'ENABLEBROWSERCACHE'
and nvp1.webprofilename = nvp.webprofilename)
and nvp.webprofilename =
(select webprofilename from SYSADM.pswebprofhist where deliveredlast = (select max(deliveredlast) from SYSADM.pswebprofhist))
) having count(*) >= 1","To implement the solution
1. Make sure you know what webprofile (name) is used by your site - ref to E-PIA: How to check what webprofile is used by a particular PIA site? (Doc ID 1536113.1) 
2. Edit the webprofile used by the particular site and in the Caching tab/page uncheck the Cache Generated HTML checkbox than save
3. Bounce all PIA webservers tied to this site",PT,PIA Cache Generated HTML box checked,,2,PeopleSoft Enterprise PT PeopleTools,PIAY,,DAY,1,"By proactively alerting the DBAs/SysAdmins about a potential configuration issue, this metric avoids unexpected behavior within the PIA when using the PeopleSoft application.",,PeopleSoft Tools and Technology,PeopleSoft Application Development Tools
APP_SERVER_RESTART_ERROR_COUNT,,,,,,,1,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,15,<Need to check with SME/Development team>,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
LONG_RUNNING_SERVICE_REQUEST_COUNT,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,APRVER,,HOUR,1,Determine whether the page/objects on a page need tuning,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
NOT_POSTED_PS_PROCESS_METRICS_DATA,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,30,Determine the number processes that could not post reports to the report repository,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
PS_PROCESS_FAIL_COUNT,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,0,"Determine the number of processes that were unsuccessful with status ""Error""  or ""No success""Determine the number of processes that were unsuccessful with status ""Error""  or ""No success""",,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
PS_PROCESS_RUN_COUNT,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,30,Determine the number of processes currently in running status,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
PS_PROCESS_SCHEDULER_SUSPENDED_STATUS,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,5,Predict process scheduler servers that are not responding,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
PS_PROCESS_STUCK_COUNT,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,0,Display the processes that have been in processing  status for 30+ minutes,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
PS_PROCESSES_NOT_POSTED_COUNT,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,PROSCHED,,MIN,30,Determine the number processes that could not post reports to the report repository,,PeopleSoft Tools and Technology,PeopleSoft Reporting Tools
PEOPLETOOLS_STATE_FILES_COUNT,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,APRVER,,HOUR,1,Notification about the crash of an  App Server process,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
QUEUED_PROCESS_PSAPPSRV,,,,,,,2,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,10,Monitor the queue for PSAPPSRV processes and determine whether the number of PSAPPSRV processes are adequate,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
QUEUED_PROCESS_PSBRKHND,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,14,Predict whether the message processing is within acceptable limits,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
QUEUED_PROCESS_PSPUBDSP,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,12,Predict whether the message processing is within acceptable limits,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
PSFT_PT_TEMP_TBL_CHECK,2803946.1,"Select 'Review ' || count(*) || ' Temp Tables Not Built On The Database' AS KEY_DATA, 'E-AUDIT: How to Check Temporary Tables Missing Defined within Application (Doc ID 2803946.1)' SOLUTION, 'Y' AS EVENT
From(
select distinct 'Missing Temporary Table : ' || temp.highest_instance AS KEY_DATA
from
(select a.recname, 'PS_' || a.recname || least((sum(b.temptblinstances) + (select temptblinstances from SYSADM.psoptions)), 99) as highest_instance
from SYSADM.psrecdefn a, SYSADM.psaeappldefn b, SYSADM.psaeappltemptbl c
where a.rectype = '7'
and b.ae_applid = c.ae_applid
and a.recname = c.recname
group by a.recname) temp left outer join all_objects db on db.object_name = temp.highest_instance and db.object_type = 'TABLE'
where db.object_name is null
AND rownum <=5
)
having count(*) > 0","Issue:
Temporary tables are missing that were defined within the application and have not been built on the database

Solution:
Please run the DDDAudit as specified in SRDC Collecting the Dddaudit Report (Doc ID 2004606.1) to identify the missing tables.

The report results are written to a file called DDDAUDIT.xxx in the \TEMP folder. The file extension might be .LIS, .SPF, .PDF, or .HTML.

To find more information about the results and how to resolve the incidents, please check the below document:
E-AUDIT: Discrepancies Were Found In The PeopleTools Metadata (Doc ID 2830022.1)

Ref: E-AUDIT: How to Check Missing Temporary Tables Defined within Application? (Doc ID 2803946.1)",PT,Missing temporary tables,,2,PeopleSoft Enterprise PT PeopleTools,AUDTREPT,,DAY,1,,,PeopleSoft Tools and Technology,PeopleSoft Install and Upgrade Tools
PS_APPLICATION_SERVER_CLIENT_STATUS,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,1,Real-time display of the client status,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
PS_APPLICATION_SERVER_QUEUE_STATUS,,,,,,,3,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,1,Real-time display of the queue status,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
PS_APPLICATION_SERVER_SERVER_STATUS,,,,,,,1,PeopleSoft Enterprise PT PeopleTools,APRVER,,MIN,1,Real-time display of the Application server status,,PeopleSoft Tools and Technology,PeopleSoft Server Tools
